RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.51,0.58,0:03.10,5,526853,48275,8179
90,2.50,3.64,0:07.39,44184,742382,1026363,825271
80,2.51,3.89,0:07.71,44611,741955,1201383,848949
70,2.60,4.08,0:07.96,44550,742023,1370217,851443
60,2.69,6.52,0:10.69,88144,908850,1693495,1496755
50,2.66,7.58,0:11.78,100933,947796,1966817,1679464
40,2.80,7.47,0:11.76,100171,948557,1982906,1678219
30,2.66,7.95,0:12.14,100342,948389,2262568,1670044
20,2.65,8.68,0:13.00,100288,948441,2805468,1679496
10,2.73,8.92,0:13.44,99631,949099,3150678,1655535
5,2.74,9.28,0:13.73,128950,919785,3249686,1676162
