RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,104776,67495.06,544.551,,,,,,,,,,
100,1,1275,1496.416,2.502,,,,,,,,,,
100,2,215,449.026,3.690,,,,,,,,,,
100,3,1400,1683.516,1.224,,,,,,,,,,
100,4,626,764.372,1.349,,,,,,,,,,
90,0,141230,432020.8,174520.5,21523,340705.4,3513.771,1,29580.25,0.000,,34129,3171.157,926.462
90,1,1594,2034.014,2.763,,,,,,,,,,
90,2,547,766.806,1.743,,,,,,,,,,
90,3,1343,1516.379,1.785,,,,,,,,,,
90,4,1010,1356.278,4.987,,,,,,,,,,
80,0,173162,848766.5,934100.9,47575,738323.9,11461.60,3,99916.31,146217207,,65926,3518.080,491.678
80,1,754,941.279,2.760,3,47.061,3.743,,,,,10,4.826,1.963
80,2,380,655.892,2.738,,,,,,,,,,
80,3,4176,4649.469,493.505,,,,,,,,,,
80,4,1922,2463.071,1.973,,,,,,,,,,
70,0,182598,1051862,118157586,62368,934625.1,21736.04,4,140296.9,157492098,,74327,4350.331,2299.894
70,1,2551,3292.306,4.258,,,,,,,,,,
70,2,672,915.795,1.604,,,,,,,,,,
70,3,2658,3203.572,4.395,,,,,,,,,,
70,4,1588,1927.289,2.009,,,,,,,,,,
60,0,195518,1218191,1172530,73352,1094000,23174.54,5,141794.3,79015365,,80949,5202.577,928.793
60,1,2101,2749.480,110.061,,,,,,,,,,
60,2,396,673.583,3.835,1,25.173,0.000,,,,,10,8.717,6.825
60,3,2732,3418.905,6.724,,,,,,,,,,
60,4,1863,2363.413,2.373,1,18.310,0.000,,,,,3,0.093,0.000
50,0,282175,1427033,1916584,80999,1250224,62397.96,6,122363.9,23021877,,126736,15119.27,4748.759
50,1,2459,3029.589,5.770,,,,,,,,,,
50,2,794,1008.381,0.730,,,,,,,,,,
50,3,1892,2220.847,1.084,,,,,,,,,,
50,4,1927,2206.849,1.420,,,,,,,,,,
40,0,767821,2710462,2544089,125833,2121033,286419.3,5,122310.0,99265772,,427119,182782.4,256230.5
40,1,1530,1910.708,1.649,,,,,,,,,,
40,2,342,709.989,4.148,,,,,,,,,,
40,3,390,422.776,0.398,,,,,,,,,,
40,4,3044,4146.830,31.786,,,,,,,,,,
30,0,1306334,5093974,12022809,218634,3693363,1131761,7,137351.4,92728381,,877129,686057.2,2186643
30,1,1099,1483.178,4.133,,,,,,,,,,
30,2,469,1038.191,5.539,2,39.222,50.180,,,,,5,0.254,0.000
30,3,5831,7698.525,19.454,4,85.721,36.066,,,,,9,0.432,0.000
30,4,3681,4400.062,28.539,,,,,,,,,,
20,0,1339962,5333822,4870585,231441,3893308,1064680,6,100012.8,6557455,,906596,706465.1,7242539
20,1,2585,3245.903,5.538,,,,,,,,,,
20,2,899,1402.323,1.874,,,,,,,,,,
20,3,5573,6823.912,65.542,2,33.953,3.132,,,,,10,4.917,1.984
20,4,2587,3315.273,7.732,,,,,,,,,,
10,0,2614218,10714833,3365341,450290,7750354,2522978,5,98560.29,183331.1,,1842826,1551017,17697008
10,1,5702,6997.155,27.141,,,,,,,,,,
10,2,1737,2791.014,4.133,1,17.683,0.000,,,,,11,9.030,6.593
10,3,10027,12431.92,124.224,,,,,,,,,,
10,4,5838,7355.906,19.408,,,,,,,,,,
5,0,2664957,11234857,768066.4,454213,7793924,38302350,7,94762.70,1761492,,1961102,1958559,2348624
5,1,2211,2714.680,18.612,1,18.303,0.000,,,,,7,0.305,0.001
5,2,1376,2231.796,2.537,,,,,,,,,,
5,3,14507,14739.98,368.804,,,,,,,,,,
5,4,7866,9276.005,57.147,,,,,,,,,,
