RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.87,0.11,0:03.99,0,104760,0,0
90,3.91,0.52,0:04.43,21523,119708,39552,25062
80,3.81,1.01,0:04.83,47575,125550,74154,53977
70,3.71,1.26,0:04.98,62368,120185,75595,69321
60,3.71,1.39,0:05.11,73352,122120,82638,81190
50,3.71,1.68,0:05.40,80999,201195,129030,95105
40,4.00,2.95,0:07.05,125833,642061,378945,264118
30,4.21,5.24,0:09.79,218634,1087663,665815,721819
20,4.21,5.48,0:10.04,231441,1108484,688826,756425
10,4.32,10.79,0:15.98,450290,2163896,1265598,1318069
5,4.55,10.80,0:16.50,454213,2210746,1282658,1630672
