RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,taskset: failed to execute ./cpp/mmult_eigen_vec: No such file or directory Command exited with non-zero status 1 0.00,0.00,0:00.00,0,78,0,0
90,taskset: failed to execute ./cpp/mmult_eigen_vec: No such file or directory Command exited with non-zero status 1 0.00,0.00,0:00.00,0,78,0,0
80,taskset: failed to execute ./cpp/mmult_eigen_vec: No such file or directory Command exited with non-zero status 1 0.00,0.00,0:00.00,0,78,0,0
70,taskset: failed to execute ./cpp/mmult_eigen_vec: No such file or directory Command exited with non-zero status 1 0.00,0.00,0:00.00,0,78,0,0
60,taskset: failed to execute ./cpp/mmult_eigen_vec: No such file or directory Command exited with non-zero status 1 0.00,0.00,0:00.00,0,78,0,0
50,taskset: failed to execute ./cpp/mmult_eigen_vec: No such file or directory Command exited with non-zero status 1 0.00,0.00,0:00.00,0,78,0,0
40,taskset: failed to execute ./cpp/mmult_eigen_vec: No such file or directory Command exited with non-zero status 1 0.00,0.00,0:00.00,0,78,0,0
30,taskset: failed to execute ./cpp/mmult_eigen_vec: No such file or directory Command exited with non-zero status 1 0.00,0.00,0:00.00,0,78,0,0
20,taskset: failed to execute ./cpp/mmult_eigen_vec: No such file or directory Command exited with non-zero status 1 0.00,0.00,0:00.00,0,79,0,0
10,taskset: failed to execute ./cpp/mmult_eigen_vec: No such file or directory Command exited with non-zero status 1 0.00,0.00,0:00.00,0,78,0,0
5,taskset: failed to execute ./cpp/mmult_eigen_vec: No such file or directory Command exited with non-zero status 1 0.00,0.00,0:00.00,0,78,0,0
