RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.94,0.09,0:01.59,0,100476,0,0
90,4.07,0.65,0:01.84,40493,115741,64340,43969
80,4.12,0.60,0:01.85,46813,128581,77442,50911
70,4.11,0.71,0:01.89,58475,117837,75929,63688
60,4.17,0.77,0:01.94,64096,134117,85758,69431
50,4.18,0.94,0:01.99,68150,167514,105573,75729
40,6.30,3.69,0:03.68,188419,994215,594073,498919
30,6.73,4.48,0:04.18,250603,1107529,695299,760230
20,6.46,4.81,0:04.25,268749,1113107,709415,792750
10,6.63,4.88,0:04.35,276634,1106728,710184,799503
5,6.89,5.17,0:04.55,291680,1146518,731301,814585
