RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,99268,71105.48,5056.247,,,,,,,,,,,99268,2690.497,20.075,,,
100,1,797,756.174,0.289,,,,,,,,,,,797,23.795,0.000,,,
100,2,1028,1009.707,0.495,,,,,,,,,,,1028,47.050,0.212,,,
100,3,914,1348.321,2.162,,,,,,,,,,,914,33.042,0.000,,,
100,4,644,828.614,0.771,,,,,,,,,,,644,23.408,0.000,,,
90,0,116977,172236.4,24449.50,11523,83104.98,227.117,2,29486.68,101430997,,17864,605.354,1.022,116977,3394.019,31.612,,,
90,1,19677,123588.9,10198.32,14509,104203.8,13053.33,1,23621.98,0.000,,18802,701.261,16.102,19677,912.114,1457.902,,,
90,2,19951,130472.9,3193.717,14462,107073.5,598.163,1,60468.33,0.000,,17081,727.294,5.883,19951,739.523,1.994,,,
90,3,1788,2251.601,6.801,,,,,,,,,,,1788,74.200,0.000,,,
90,4,1383,1890.297,1.393,,,,,,,,,,,1383,48.650,0.000,,,
80,0,118718,193440.1,56196.54,14056,101425.1,600.076,4,31419.49,596743.2,,19412,677.669,5.634,118718,4201.389,110.289,,,
80,1,28004,145913.3,7215.192,16684,121102.9,898.890,,,,,24865,906.068,7.000,28004,995.072,9.037,,,
80,2,29671,161458.8,6734.139,16073,125628.4,6517.731,,,,,24067,1054.971,15.161,29671,1179.818,6.042,,,
80,3,740,950.145,1.227,,,,,,,,,,,740,27.067,0.000,,,
80,4,938,1211.341,1.360,,,,,,,,,,,938,35.427,0.000,,,
70,0,119554,230357.0,35591.73,19034,134032.5,1245.479,6,44751.35,3517955,,20527,741.667,53.369,119554,3685.683,28.836,,,
70,1,24382,165393.2,4472.178,20064,141417.0,683.374,1,18908.43,0.000,,23721,1172.632,1627.461,24382,833.309,8.039,,,
70,2,32676,181848.5,41417.80,19391,143107.6,7763.547,,,,,26790,1099.882,196.926,32676,1442.348,600.145,,,
70,3,828,1155.077,2.395,,,,,,,,,,,828,33.034,0.000,,,
70,4,1719,2089.630,6.434,,,,,,,,,,,1719,72.170,0.000,,,
60,0,123030,241994.8,152716.5,20423,141433.7,2177.632,6,49854.87,29637195,,22203,789.494,8.432,123030,3866.870,202.449,,,
60,1,31969,189804.4,3930.482,22868,159920.0,736.494,1,19580.63,0.000,,27880,962.259,3.736,31969,1051.824,2.246,,,
60,2,43889,184466.3,16555.20,20811,145560.8,631.903,1,36593.79,0.000,,33546,1210.362,1043.563,43889,1518.233,23.010,,,
60,3,1006,1344.674,1.601,,,,,,,,,,,1006,51.300,0.203,,,
60,4,850,1167.245,1.452,,,,,,,,,,,850,31.261,0.000,,,
50,0,132167,256073.6,417691.8,20664,143800.2,1115.709,4,32614.26,26295713,,26757,1033.896,17.323,132167,4094.564,375.015,,,
50,1,44371,207258.8,22939.79,24009,167505.2,3107.336,1,16666.56,0.000,,33852,1219.145,11.059,44371,1483.048,21.641,,,
50,2,60260,227640.9,97620.18,23478,169060.0,12406.81,,,,,41897,1724.459,194.191,60260,2047.373,17.243,,,
50,3,753,1142.889,1.715,,,,,,,,,,,753,30.110,0.000,,,
50,4,1818,2624.184,2.187,,,,,,,,,,,1818,84.151,0.129,,,
40,0,473923,876856.0,1373399,59387,453423.4,35973.84,6,41327.00,18725799,,218442,43535.67,14408.67,473923,16184.82,1598.328,,,
40,1,342492,810256.8,2498200,64838,491171.7,8869.185,1,14157.94,0.000,,198594,37720.71,16170.50,342492,12050.74,1091.589,,,
40,2,366546,1009430,7428267,64198,531910.8,46987.90,,,,,204103,16661.42,38390.55,366546,16963.07,16007.38,,,
40,3,612,698.742,1.993,,,,,,,,,,,612,39.352,0.414,,,
40,4,3505,4273.149,20.364,,,,,,,,,,,3505,162.600,0.217,,,
30,0,540720,1229380,1677673,90764,691049.6,205555.1,4,22817.41,5641244,,270173,73000.46,584988.0,540720,18269.54,1279.877,,,
30,1,418156,1084022,1472893,82629,640751.1,16753.73,,,,,247331,77749.58,33432.04,418156,14440.04,525.991,,,
30,2,399827,1274957,1590444,77211,665953.1,3523945,,,,,224212,24065.21,13499.39,399827,20106.61,3431.634,,,
30,3,1991,2741.102,2.479,2,29.373,107.443,,,,,8,0.427,0.000,1991,75.054,0.000,,,
30,4,1773,2295.968,1.750,,,,,,,,,,,1773,65.167,0.000,,,
20,0,544740,1381152,2138205,103822,790743.0,35057.54,6,34483.36,2353506,,277129,95214.93,103672.7,544740,18802.10,15270.53,,,
20,1,418408,1152969,1293920,85386,671697.8,26192.03,,,,,248331,91403.42,209657.5,418408,14793.89,775.916,,,
20,2,419509,1329655,4425553,79545,695494.1,218867.7,,,,,233891,24795.59,10432.46,419509,20818.40,9221.762,,,
20,3,1159,1443.252,3.192,,,,,,,,,,,1159,62.756,0.239,,,
20,4,3353,4348.013,33.582,,,,,,,,,,,3353,177.109,0.673,,,
10,0,545373,1389947,9730314,108064,813272.1,20149.48,6,37451.44,3114588,,277160,91033.27,91396.80,545373,18483.26,6389.931,,,
10,1,418614,1156676,962879.2,86719,680407.2,11061.28,1,10347.12,0.000,,249050,93449.64,80735.71,418614,14465.81,352.518,,,
10,2,420178,1349221,24990314,81854,706318.8,46416.27,,,,,233997,24029.47,52695.20,420178,21228.76,146307.0,,,
10,3,2079,3003.437,313.024,,,,,,,,,,,2079,80.648,0.043,,,
10,4,2418,3314.597,8.246,,,,,,,,,,,2418,120.098,0.728,,,
5,0,566806,1505809,7027312,114333,859172.4,53160.36,7,27643.97,87619.82,,293732,130231.7,308630.6,566806,19834.78,45855.86,,,
5,1,439005,1276340,2488405,92587,723437.3,24457.95,,,,,268661,129234.9,148071.3,439005,15493.40,1917.306,,,
5,2,432966,1410634,5055881,84765,732263.5,50375.21,,,,,243522,36897.58,50397.94,432966,22062.87,13261.79,,,
5,3,2523,3667.190,6.309,,,,,,,,,,,2523,93.749,0.000,,,
5,4,3832,5216.294,107.038,,,,,,,,,,,3832,139.458,0.001,,,
