RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100728,0
90,156558,40505
80,175735,46822
70,176769,58497
60,198559,64118
50,236033,68183
40,1199924,188426
30,1389622,250611
20,1417058,268763
10,1418333,276646
5,1488451,291692
