RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.88,0.11,0:03.99,0,104760,0,0
90,3.87,0.55,0:04.43,21761,119473,39663,25286
80,3.81,1.00,0:04.82,46988,123994,74142,53238
70,3.80,1.22,0:05.03,61519,118876,74435,67983
60,3.75,1.44,0:05.20,73949,123772,83839,81786
50,3.83,1.60,0:05.44,80076,189064,121951,93826
40,3.95,3.02,0:07.07,125041,645410,381298,255843
30,4.28,5.22,0:09.84,219618,1086735,666305,721242
20,4.31,5.45,0:10.11,232847,1107323,688632,753968
10,4.54,10.54,0:15.94,448300,2161762,1263177,1315541
5,4.55,10.87,0:16.53,456725,2208281,1282687,1630771
