RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.33,0.21,0:02.28,0,101063,0,0
90,7.31,0.75,0:02.40,264,153393,0,42040
80,7.86,0.66,0:02.57,110,165627,0,51085
70,7.90,0.73,0:02.59,608,196630,0,58779
60,7.95,0.67,0:02.57,359,190666,0,67292
50,7.93,0.75,0:02.59,712,239956,0,72072
40,9.25,2.84,0:03.47,2534,999562,0,408899
30,9.55,3.10,0:03.67,317,1085241,0,556765
20,9.68,3.25,0:03.72,182,1101362,0,577764
10,9.78,4.20,0:04.01,10300,1117313,0,598052
5,12.33,7.97,0:05.80,90788,1772050,0,807569
