RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.49,0.20,0:02.32,0,101063,0,0
90,8.17,0.72,0:02.62,8105,125957,66666,43118
80,7.64,0.62,0:02.49,847,129716,73349,51452
70,7.88,0.75,0:02.60,13900,143528,89629,67636
60,8.28,0.64,0:02.68,13160,156666,93992,70179
50,8.17,0.84,0:02.69,14755,202921,136131,82007
40,9.48,3.06,0:03.59,45408,500739,471036,406895
30,9.03,4.51,0:03.90,15276,540121,536079,578198
20,11.56,4.03,0:04.56,176531,552931,546081,590018
10,11.06,4.11,0:04.37,125426,555307,547428,604874
5,11.41,8.99,0:06.24,817630,745060,570182,802140
