RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.34,0.13,0:04.48,0,100590,0,0
90,4.50,1.05,0:05.56,38061,104090,309598,247423
80,4.51,1.35,0:05.87,49953,102653,413260,323173
70,4.64,1.78,0:06.43,71404,123647,534743,473651
60,4.72,1.83,0:06.57,71520,112253,503719,470555
50,4.82,2.23,0:07.09,79689,156614,729428,699455
40,5.36,9.86,0:17.46,176226,907130,3146053,3282714
30,5.30,13.13,0:21.97,226553,1150295,3944333,4513650
20,5.30,13.24,0:22.18,226572,1156167,3955351,4616065
10,5.57,13.58,0:22.82,233605,1173518,3989604,4807291
5,5.42,19.08,0:30.16,317276,1575283,4418800,6805141
