RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.63,0.67,0:03.32,372,526193,79330,25765
90,2.52,11.64,0:15.47,126583,922203,2827321,2764409
80,2.50,12.33,0:16.16,127510,921288,2828050,2806836
70,2.59,12.82,0:16.73,127315,921485,3172467,2811695
60,2.65,13.64,0:17.63,126326,922477,3724281,2818684
50,2.65,14.60,0:18.60,126237,922565,4231459,2825875
40,2.65,15.13,0:19.14,126128,922682,4509536,2829858
30,2.62,15.69,0:19.69,125568,923240,4788746,2833610
20,2.58,16.76,0:20.72,124918,923893,5066243,2838473
10,2.59,17.23,0:21.23,125280,923534,5342357,2842584
5,2.70,17.01,0:21.09,128112,920704,5400693,2773102
