RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.55,1.15,0:03.71,7721,661399,0,8818
90,2.49,1.71,0:04.21,7,786557,0,266488
80,2.50,1.77,0:04.27,7,786561,0,266805
70,2.57,1.64,0:04.21,12,786560,0,267125
60,2.61,2.25,0:04.87,19,995328,0,477722
50,2.59,2.29,0:04.89,57,1048669,0,528096
40,2.71,2.22,0:04.93,17,1048709,0,531436
30,2.85,2.06,0:04.92,17,1048709,0,531448
20,2.87,1.94,0:04.82,17,1048709,0,531467
10,2.83,1.99,0:04.83,17,1048708,0,531453
5,2.87,1.95,0:04.82,17,1048712,0,531462
