RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105052,0
90,145645,6471
80,179872,5529
70,180139,3735
60,180797,3373
50,193545,4189
40,499475,16513
30,1305752,17333
20,1343431,32873
10,2665321,52122
5,2665836,36765
