RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,104793,86606.87,2127.970,,,,,,,6012.005,,,,104793,14314.23,121.030
100,1,704,950.415,2.073,,,,,,,,,,,704,24.138,0.000
100,2,2112,2604.912,187.183,,,,,,,,,,,2112,112.788,6.270
100,3,1120,1514.187,1.911,,,,,,,,,,,1120,53.693,0.208
100,4,1542,1962.411,1.631,,,,,,,,,,,1542,53.562,0.000
90,0,145211,179340.3,85795.53,6429,43742.77,48.284,1,7314.162,0.000,20577.65,37831,1225.201,30.675,145211,32368.98,54232.88
90,1,1036,1384.317,2.441,,,,,,,,,,,1036,38.052,0.000
90,2,640,942.170,2.467,28,178.161,1.289,,,,,28,0.907,0.000,640,23.459,0.000
90,3,280,359.104,0.464,,,,,,,,,,,280,10.610,0.000
90,4,2202,3028.484,16.748,,,,,,,,,,,2202,93.757,0.869
80,0,179628,226792.1,212183.1,5476,36917.33,18.136,3,22632.48,334429.5,43200.17,72056,2269.478,17.619,179628,58186.36,180278.4
80,1,1479,1978.217,1.893,16,103.290,1.577,,,,,16,0.666,0.000,1479,53.814,0.000
80,2,1037,1479.148,4.657,,,,,,,,,,,1037,38.574,0.014
80,3,1115,1457.562,1.426,,,,,,,,,,,1115,41.605,0.000
80,4,1411,1809.525,1.471,,,,,,,,,,,1411,49.739,0.000
70,0,179689,227985.2,202868.4,3678,24429.14,67.989,5,34708.92,3245661,52355.38,72312,2233.096,21.813,179689,67647.41,180700.6
70,1,1779,2453.746,1.940,,,,,,,,,,,1779,62.793,0.000
70,2,1211,1851.864,2.746,,,,,,,,,,,1211,64.969,0.341
70,3,1934,2656.961,2.114,,,,,,,,,,,1934,68.582,0.000
70,4,1383,1991.200,3.159,,,,,,,,,,,1383,51.806,0.000
60,0,180570,234597.1,262308.5,3320,21718.36,15.636,5,25879.49,3148294,56929.01,72957,2353.226,114.351,180570,72441.23,239907.8
60,1,1033,1215.246,2.336,,,,,,,,,,,1033,36.671,0.000
60,2,3800,4960.273,82.135,,,,,,,,,,,3800,195.978,2.009
60,3,1696,2388.608,1.952,,,,,,,,,,,1696,58.046,0.000
60,4,1632,2245.450,2.086,,,,,,,,,,,1632,71.275,0.134
50,0,193176,257989.0,328522.8,4133,26707.60,7.926,2,12927.01,50383.75,58914.88,79327,2471.166,79.529,193176,75741.94,291942.0
50,1,1527,2342.903,33.105,,,,,,,,,,,1527,58.620,0.000
50,2,953,1448.612,4.515,32,211.889,5.380,,,,,32,1.053,0.000,953,33.015,0.000
50,3,1001,1299.607,4.643,,,,,,,,,,,1001,36.675,0.000
50,4,462,575.922,1.472,,,,,,,,,,,462,15.877,0.000
40,0,499086,626472.7,975489.7,16459,114688.7,9505.377,4,21411.60,285661.2,126041.8,253679,8289.589,733.360,499086,171402.0,792028.7
40,1,2387,3181.658,9.234,,,,,,,,,,,2387,84.280,0.000
40,2,1069,1505.659,1.875,,,,,,,,,,,1069,40.324,0.003
40,3,1214,1629.141,2.115,,,,,,,,,,,1214,43.403,0.000
40,4,1159,1697.648,3.634,,,,,,,,,,,1159,42.814,0.000
30,0,1305500,1587162,22628275,17278,111929.1,799.566,5,19858.19,57668.72,482856.5,677986,22688.29,9410.964,1305500,601268.1,708370218
30,1,1640,2323.995,2.410,16,102.189,1.256,,,,,16,0.552,0.000,1640,61.120,0.000
30,2,557,899.065,3.448,,,,,,,,,,,557,23.863,0.005
30,3,5679,7249.131,117.873,,,,,,,,,,,5679,340.850,4.721
30,4,3317,4890.720,10.684,,,,,,,,,,,3317,133.151,0.332
20,0,1343146,1740620,1236285,32817,214950.8,2450.422,3,16585.61,407712.5,496906.4,703953,23786.28,135395.9,1343146,618907.5,5545944
20,1,2683,3796.672,7.146,,,,,,,,,,,2683,113.890,0.225
20,2,1475,2617.489,6.726,,,,,,,,,,,1475,59.019,0.007
20,3,1916,2596.850,1.807,,,,,,,,,,,1916,70.060,0.000
20,4,986,1479.560,3.777,,,,,,,,,,,986,54.942,0.298
10,0,2664975,3289738,988893.4,52065,343964.6,40543.87,5,27346.57,214937.1,943349.6,1508716,51343.45,72921.03,2664975,1188163,1511574
10,1,2975,4408.214,93.484,,,,,,,,,,,2975,130.329,2.863
10,2,2691,6208.856,26.212,,,,,,,,,,,2691,135.678,0.148
10,3,3163,4404.780,17.887,8,56.664,3.127,,,,,8,0.300,0.000,3163,114.173,0.001
10,4,2545,3439.107,6.451,,,,,,,,,,,2545,107.228,0.261
5,0,2665396,3435059,442682.2,36712,234042.3,2647.044,6,25759.93,122273.4,1117297,1509229,50157.96,8719.016,2665396,1364496,3109772
5,1,2588,3501.373,6.242,,,,,,,,,,,2588,109.230,0.251
5,2,2716,4981.356,20.250,,,,,,,,,,,2716,107.725,0.013
5,3,2438,3172.979,6.044,,,,,,,,,,,2438,88.703,0.000
5,4,2374,3283.133,12.746,,,,,,,,,,,2374,101.651,0.390
