RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.22,1.49,0:04.20,32328,754237,283435,254521
90,2.32,1.46,0:04.26,32377,754188,344230,256308
80,2.33,1.55,0:04.32,32776,753789,411051,283457
70,2.48,1.45,0:04.40,32775,753797,464170,284247
60,2.45,2.32,0:05.18,66243,933944,564560,503024
50,2.49,2.29,0:05.23,67614,981114,565345,548940
40,2.51,2.32,0:05.15,68350,980377,565530,559587
30,2.65,2.51,0:05.41,95916,952812,565587,563139
20,2.62,2.28,0:05.12,77843,970885,565579,563121
10,2.60,4.56,0:07.16,524303,524425,565589,563118
5,2.59,4.51,0:07.11,524311,524417,565589,563113
