RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.23,0.91,0:03.18,2070,703504,192336,10685
90,2.38,1.76,0:04.33,32859,753707,380212,282940
80,2.33,1.83,0:04.35,32821,753745,443391,283834
70,2.39,1.81,0:04.39,32830,753746,492247,284529
60,2.42,3.02,0:05.58,68407,927885,564472,498058
50,2.30,3.44,0:05.86,80396,968335,565366,550093
40,2.32,3.15,0:05.60,88738,959992,565589,563024
30,2.43,4.20,0:06.76,184598,864129,565584,563024
20,2.48,3.02,0:05.62,87587,961140,565588,563027
10,2.48,2.88,0:05.51,94835,953893,565589,563021
5,2.51,3.25,0:05.90,123882,924847,565587,563015
