RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.78,0.17,0:06.95,2,101184,1173,67
90,6.56,0.54,0:07.11,41226,114075,61543,42041
80,6.83,0.61,0:07.45,48424,114276,66728,49466
70,6.66,0.64,0:07.30,57914,108782,66820,58871
60,6.67,0.71,0:07.39,64580,141655,84969,65999
50,6.69,0.83,0:07.52,71669,219094,127649,88316
40,7.50,2.43,0:09.95,186554,870983,499484,527870
30,7.38,2.73,0:10.12,208232,896777,535770,580471
20,7.61,2.52,0:10.14,210393,895198,536144,586744
10,8.07,3.09,0:11.19,225014,1028465,565839,683374
5,8.21,4.21,0:12.46,284983,1417569,627319,1112222
