RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,786657,645465.4,772100.6,6971,56056.92,364.995,,,,,263292,12560.80,4488.855,786657,25938.59,4469.560
100,1,564,667.834,2.224,,,,,,,,,,,564,20.524,0.000
100,2,518,681.991,2.328,3,22.952,2.942,,,,,23,12.590,2.810,518,18.157,0.000
100,3,124,122.694,0.683,,,,,,,,,,,124,4.934,0.000
100,4,1220,1782.824,2.846,2,21.462,39.302,,,,,3,0.081,0.000,1220,43.086,0.000
90,0,786598,889214.1,688324.7,32844,230102.6,7307.650,12,68979.09,2414495,,280173,47847.93,16087.92,786598,24761.83,2248.748
90,1,1455,1933.912,1.585,,,,,,,,,,,1455,52.312,0.000
90,2,1359,2421.453,4.115,4,30.561,3.388,,,,,24,4.790,0.636,1359,56.186,0.007
90,3,1131,1521.957,1.828,,,,,,,,,,,1131,42.926,0.000
90,4,607,922.722,3.362,,,,,,,,,,,607,25.995,0.000
80,0,786753,904862.1,1113885,32835,233931.3,57247.42,14,68532.86,2738095,,280249,52022.66,21207.49,786753,24723.05,3431.466
80,1,601,804.410,1.934,,,,,,,,,,,601,22.044,0.000
80,2,303,442.793,4.159,1,21.271,0.000,,,,,10,0.417,0.000,303,11.375,0.000
80,3,1658,2416.876,1.876,,,,,,,,,,,1658,73.809,0.151
80,4,1913,2401.379,0.747,,,,,,,,,,,1913,67.174,0.000
70,0,786713,917509.3,619046.3,32811,235126.6,2565.545,9,47978.83,731674.2,,279614,48109.43,12155.66,786713,25684.23,2264.111
70,1,1400,1862.695,1.562,,,,,,,,,,,1400,52.525,0.000
70,2,1169,3166.437,12.718,6,44.734,6.126,,,,,36,7.864,1.212,1169,72.766,0.052
70,3,741,923.007,0.498,,,,,,,,,,,741,28.692,0.000
70,4,896,1200.156,1.412,,,,,,,,,,,896,31.790,0.000
60,0,995237,1291093,1476936,69974,501434.8,1702907,22,125814.9,2440114,,476476,26982.66,34919.13,995237,32116.71,3336.487
60,1,1237,1675.172,1.814,,,,,,,,,,,1237,49.023,0.000
60,2,790,1332.415,7.810,6,41.325,1.907,,,,,33,17.692,4.644,790,30.028,0.003
60,3,873,1130.565,1.783,,,,,,,,,,,873,31.621,0.000
60,4,302,276.384,0.709,,,,,,,,,,,302,13.015,0.000
50,0,1048728,1409133,1308488,85190,601387.4,9382.558,18,104343.2,3724265,,524936,18620.83,40421.09,1048728,32551.91,2921.952
50,1,1394,1851.553,1.997,,,,,,,,,,,1394,49.236,0.000
50,2,1268,2317.846,6.030,1,8.277,0.000,,,,,9,0.438,0.000,1268,59.319,0.022
50,3,1485,2033.610,2.474,4,29.105,2.035,,,,,26,1.036,0.000,1485,53.063,0.000
50,4,1395,2125.808,4.087,,,,,,,,,,,1395,72.256,0.201
40,0,1048763,1410571,16433552,84853,579533.9,24925.80,8,44931.83,354968.6,,524649,17662.30,26221.98,1048763,33305.13,192675.6
40,1,2368,3154.762,7.788,,,,,,,,,,,2368,84.643,0.000
40,2,1745,2936.939,3.335,2,16.373,0.154,,,,,10,0.381,0.000,1745,91.605,0.154
40,3,1563,2184.242,3.536,,,,,,,,,,,1563,56.248,0.000
40,4,1323,1938.512,3.363,,,,,,,,,,,1323,82.378,0.376
30,0,1048727,1293049,2033317,69547,464998.8,42990.42,5,25212.51,1834448,,524615,17740.56,2910.887,1048727,35488.47,5877.014
30,1,1833,2581.307,2.041,,,,,,,,,,,1833,65.798,0.000
30,2,1821,3326.531,3.840,1,7.599,0.000,,,,,7,0.286,0.000,1821,93.433,0.047
30,3,1993,2732.220,2.115,8,54.648,2.076,,,,,18,0.601,0.000,1993,72.041,0.000
30,4,1589,2203.970,1.573,,,,,,,,,,,1589,60.101,0.000
20,0,1048728,1447621,1201751,92982,622129.4,7442.749,2,11483.12,927925.1,,525348,18663.52,2091.670,1048728,33332.46,3928.748
20,1,2307,3334.984,15.127,,,,,,,,,,,2307,83.844,0.000
20,2,1300,2558.554,6.063,2,14.455,3.258,,,,,10,0.374,0.000,1300,54.689,0.010
20,3,1782,2454.124,3.082,2,17.353,2.466,,,,,9,4.457,1.758,1782,63.998,0.000
20,4,1302,1708.101,3.149,,,,,,,,,,,1302,48.785,0.000
10,0,1049035,1502497,1457101,98319,679441.6,17726.49,,,,,524766,17400.89,1840.710,1049035,33981.25,3770.783
10,1,1000,1397.161,3.011,,,,,,,,,,,1000,36.955,0.000
10,2,673,1106.599,4.447,3,21.467,1.257,,,,,16,0.561,0.000,673,28.900,0.007
10,3,3997,5036.622,39.865,,,,,,,,,,,3997,258.993,2.000
10,4,3097,4592.486,23.639,,,,,,,,,,,3097,114.268,0.002
5,0,1048742,1489968,1544373,98322,659448.0,13156.36,,,,,526069,20207.53,5308.563,1048742,33703.18,5638.012
5,1,1331,1962.032,3.385,,,,,,,,,,,1331,64.972,0.178
5,2,517,869.041,4.902,2,15.377,2.721,,,,,26,10.669,1.700,517,26.363,0.018
5,3,86,111.431,0.389,,,,,,,,,,,86,3.264,0.000
5,4,2342,3352.209,11.064,,,,,,,,,,,2342,86.248,0.001
