RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.30,0.91,0:03.22,6971,779597,298789,26267
90,2.33,1.26,0:03.61,32844,753722,401757,283266
80,2.32,1.28,0:03.61,32835,753734,444795,283876
70,2.30,1.34,0:03.66,32809,753764,500968,284684
60,2.46,1.74,0:04.22,69974,925265,564407,493877
50,2.52,1.81,0:04.34,85190,963537,565424,553539
40,2.57,1.75,0:04.33,84853,963873,565587,563047
30,2.65,1.56,0:04.23,69547,979180,565587,563044
20,2.65,1.73,0:04.39,92982,955745,565587,563039
10,2.66,1.79,0:04.46,98319,950408,565580,563027
5,2.62,1.84,0:04.47,98319,950411,565590,563026
