RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.11,3.34,0:05.45,111006,937779,-37886391,125497
90,2.31,2.55,0:05.27,73,1048716,-38444531,553731
80,2.41,2.39,0:05.22,14,1048777,-39010004,562135
70,2.38,2.36,0:05.17,17,1048778,-39575619,562260
60,2.47,2.42,0:05.33,14,1048783,-40141238,562443
50,2.40,2.68,0:05.52,18,1048788,-40706856,562695
40,2.46,2.18,0:05.08,14,1048790,-41272483,562652
30,2.46,2.14,0:05.03,13,1048795,-41838108,562763
20,2.68,1.83,0:04.94,15,1048797,-42403733,562813
10,2.70,1.72,0:04.86,14,1048799,-42969357,562935
5,2.59,1.80,0:04.83,14,1048801,-43534983,562986
