RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.63,2.81,0:06.33,32263,703278,743439,606766
90,3.54,4.01,0:09.07,45235,741331,1605239,1244795
80,3.06,4.58,0:09.35,46898,739673,1655811,1132203
70,3.06,5.41,0:10.19,49007,737571,1929247,1265939
60,3.26,8.87,0:14.05,91468,904600,2619133,2077831
50,3.43,9.91,0:15.29,102596,946134,3130928,2251564
40,3.77,10.36,0:16.20,102436,946299,3651562,2268140
30,3.74,10.87,0:16.67,102362,946373,3890314,2271371
20,3.67,11.30,0:17.05,102109,946625,4107542,2274433
10,3.70,11.76,0:17.54,101355,947380,4304020,2277374
5,3.83,8.66,0:14.08,100357,948368,3273788,1710692
