RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.40,0.94,0:07.35,91,678182,1668,1077
90,6.54,0.86,0:07.42,1634,687764,72480,24849
80,6.62,0.89,0:07.53,1646,687755,151618,24217
70,6.53,1.31,0:07.87,6473,692827,293106,52661
60,6.65,2.12,0:08.81,40184,719615,486686,183144
50,6.58,3.14,0:09.84,77560,763272,693019,346286
40,6.82,3.85,0:10.81,105292,875459,889607,631818
30,6.86,5.29,0:12.51,183394,980565,1121252,1021770
20,7.01,6.24,0:13.70,233682,1001485,1319932,1226580
10,7.35,6.80,0:14.75,278250,1092241,1417238,1576568
5,8.09,6.18,0:14.96,199772,1258499,1549948,1706949
