RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.65,0.12,0:03.77,0,104760,0,0
90,3.66,0.21,0:03.88,5090,121373,26489,16791
80,3.62,0.32,0:03.95,4050,156825,62938,54673
70,3.63,0.42,0:04.06,4719,172478,74475,72328
60,3.72,0.34,0:04.07,4084,178133,75573,78574
50,3.75,0.47,0:04.23,15333,196293,91384,91278
40,4.01,1.23,0:05.26,66728,426387,236085,225387
30,4.30,2.00,0:06.31,19666,1271028,651421,671683
20,4.52,1.98,0:06.51,33056,1295077,681635,742766
10,4.59,4.10,0:08.73,37502,2626569,1281375,1542065
5,4.65,4.00,0:08.69,36731,2629026,1282841,1613583
