RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.50,0.09,0:03.60,0,100589,-13085617,0
90,3.56,0.33,0:03.92,3393,145043,-13085617,45259
80,3.55,0.40,0:03.99,2837,159336,-13137700,54103
70,3.53,0.46,0:04.03,1863,164669,-13205617,62627
60,3.57,0.40,0:04.01,900,167598,-13276257,68990
50,3.62,0.48,0:04.14,2617,184913,-13346995,75646
40,3.97,1.91,0:06.00,17028,1201641,-13426699,327098
30,4.10,2.18,0:06.61,197,1380964,-14030897,763856
20,4.24,2.08,0:06.67,32,1382227,-14738496,775996
10,4.06,3.12,0:07.51,47655,1435680,-15447577,827177
5,4.02,3.93,0:08.29,57980,1846635,-16191402,1211111
