RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,100865,80101.69,843.735,,,,,,,7689.074
100,1,715,909.073,2.682,,,,,,,
100,2,440,713.796,3.004,,,,,,,
100,3,3277,3545.637,39.142,,,,,,,
100,4,1496,1968.262,2.164,,,,,,,
90,0,148468,253158.0,342438.7,3393,45590.64,101.076,2,60281.54,1172646,35792.67
90,1,1456,1646.641,1.693,,,,,,,
90,2,295,726.546,10.594,16,189.456,3.389,,,,
90,3,287,308.070,0.554,,,,,,,
90,4,1936,2573.102,3.827,,,,,,,
80,0,162206,278380.6,92057.34,2837,40568.05,108.295,4,114809.6,13484150,42390.50
80,1,1393,1788.888,2.606,8,102.316,3.267,,,,
80,2,468,661.429,1.504,,,,,,,
80,3,1711,1883.381,1.022,,,,,,,
80,4,895,1237.658,4.842,,,,,,,
70,0,166528,286140.2,105999.5,1863,23392.23,9.504,6,166018.2,21379179,47998.68
70,1,1962,2504.238,2.680,,,,,,,
70,2,287,493.493,3.591,,,,,,,
70,3,1861,2349.666,2.064,,,,,,,
70,4,1160,1542.772,3.647,,,,,,,
60,0,168590,293788.4,129674.6,900,12603.49,32.536,6,139713.9,32375044,52641.05
60,1,1883,2804.821,4.675,28,388.074,24.253,,,,
60,2,331,535.826,1.575,,,,,,,
60,3,1974,2531.935,1.937,,,,,,,
60,4,1344,1877.232,4.318,8,100.064,3.021,,,,
50,0,187563,336054.0,124594.3,2617,36860.88,106.456,6,148296.5,91113401,55866.72
50,1,1033,1268.834,2.471,,,,,,,
50,2,394,784.619,6.336,16,188.672,3.526,,,,
50,3,3351,3493.713,28.510,,,,,,,
50,4,3039,3606.844,59.848,,,,,,,
40,0,1218747,1553458,707385.6,17037,320589.5,10547.22,6,132116.5,89848568,293229.2
40,1,2139,2755.464,40.006,,,,,,,
40,2,487,794.300,0.605,,,,,,,
40,3,1932,2758.645,2.688,16,189.670,3.075,,,,
40,4,604,781.259,1.673,,,,,,,
30,0,1381157,2177308,10011502,197,3719.763,116.122,7,114079.6,42822578,532502.0
30,1,2287,2982.172,13.736,,,,,,,
30,2,242,559.032,1.499,,,,,,,
30,3,2255,3329.384,18.168,31,365.677,2.961,,,,
30,4,709,963.334,2.581,,,,,,,
20,0,1382183,2212938,5744191,32,679.655,142.196,7,107618.7,6003284,533465.3
20,1,2228,2895.205,19.896,,,,,,,
20,2,583,1150.765,5.585,16,186.995,1.299,,,,
20,3,3305,4305.511,8.662,,,,,,,
20,4,1730,2100.661,1.116,,,,,,,
10,0,1483368,2972453,2656401,47655,688466.2,37823.99,6,110372.7,6684878,549055.6
10,1,1455,2071.434,33.344,8,97.757,1.816,,,,
10,2,278,659.092,2.076,,,,,,,
10,3,5878,6476.750,1288.625,,,,,,,
10,4,2447,3221.001,6.781,,,,,,,
5,0,1904595,3563934,6655001,57980,771027.7,41235.55,7,97808.92,1022213,791160.9
5,1,3747,4921.713,28.558,,,,,,,
5,2,988,1527.369,3.055,,,,,,,
5,3,5156,7369.458,83.565,8,98.571,1.747,,,,
5,4,3271,4203.830,13.343,,,,,,,
