RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.32,1.11,0:08.45,113,678094,3260,2195
90,7.31,1.28,0:08.65,31,689363,132409,52566
80,7.47,1.24,0:08.74,26,689370,288481,54793
70,7.26,2.01,0:09.32,88,689386,550286,94995
60,7.50,2.69,0:10.26,12476,702033,921904,268712
50,7.69,3.18,0:11.19,12496,743143,1361157,662352
40,7.73,4.02,0:12.26,12077,808938,1746243,1202142
30,7.89,4.13,0:13.24,29620,904251,2308146,1991475
20,8.17,3.82,0:14.16,1704,1005171,2687216,2398133
10,8.24,4.53,0:15.08,4868,1098718,2923263,2897676
5,8.58,5.34,0:15.60,28994,1219902,2948781,2609890
