RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.77,1.17,0:07.95,100,678888,1612,592
90,7.00,1.17,0:08.17,1537,687860,76993,12613
80,6.94,1.22,0:08.17,2026,697458,149655,13975
70,6.87,1.47,0:08.35,6701,708941,198610,26298
60,7.04,1.79,0:08.84,51495,726915,290541,66767
50,7.18,2.27,0:09.46,74106,835884,372166,124964
40,7.25,2.84,0:10.10,124719,911746,487792,280529
30,7.55,3.25,0:10.82,188445,986363,549212,443756
20,7.59,3.69,0:11.31,229487,1036903,635554,570708
10,8.12,4.11,0:12.25,292373,1080885,681073,731506
5,8.78,4.47,0:13.28,318623,1130882,729123,841104
