RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.52,0.10,0:03.63,0,100590,0,0
90,3.60,0.21,0:03.84,1003,140729,44460,42325
80,3.57,0.30,0:03.91,3960,153405,60221,55021
70,3.55,0.37,0:03.95,4555,162608,74078,66387
60,3.56,0.41,0:04.01,6614,172032,77913,75607
50,3.69,0.64,0:04.36,33314,211817,111875,108729
40,3.88,1.83,0:05.81,15493,1106764,555602,588209
30,4.01,2.12,0:06.31,2679,1379660,708938,764693
20,3.89,2.19,0:06.28,31,1382708,709361,776527
10,4.10,2.08,0:06.33,2758,1389989,714339,779466
5,4.11,3.60,0:07.85,75882,1818639,822248,1235588
