RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100887,0
90,149865,1056
80,166211,4013
70,175909,4609
60,188266,6671
50,253957,33371
40,1147522,15550
30,1432204,2735
20,1435024,89
10,1441944,2817
5,1942442,75942
