RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,100664,64174.02,5232.479,,,,,,,
100,1,1026,1328.475,3.248,,,,,,,
100,2,410,677.109,2.246,,,,,,,
100,3,1652,1906.451,3.519,,,,,,,
100,4,810,794.921,1.303,,,,,,,
90,0,152641,505478.3,235043.0,42829,413550.4,258218.1,1,29599.90,0.000,
90,1,1407,1943.612,2.211,1,11.350,0.000,,,,
90,2,427,626.686,1.764,,,,,,,
90,3,1869,2363.973,2.565,,,,,,,
90,4,1424,1660.469,1.468,,,,,,,
80,0,165691,541934.6,170604.6,50306,444104.7,84475.79,3,88911.23,19421323,
80,1,1537,2008.525,1.589,,,,,,,
80,2,634,895.239,2.266,,,,,,,
80,3,1032,1259.616,2.696,,,,,,,
80,4,1392,1752.389,4.403,,,,,,,
70,0,183742,588144.4,293895.9,59241,479908.4,160934.5,5,158713.2,142176940,
70,1,1493,1934.257,2.035,,,,,,,
70,2,1025,1341.376,2.577,2,20.552,24.808,,,,
70,3,1699,2262.526,2.122,,,,,,,
70,4,1151,1464.545,2.545,,,,,,,
60,0,172242,603043.9,330050.8,62979,492272.8,29617.43,5,128901.7,41770492,
60,1,765,972.207,2.844,,,,,,,
60,2,228,469.344,1.907,,,,,,,
60,3,1799,2293.315,1.660,,,,,,,
60,4,2204,2562.884,18.147,,,,,,,
50,0,264255,780216.5,548961.6,74146,621769.5,33724.80,5,151332.1,37412533,
50,1,1079,1300.880,1.691,2,18.871,12.726,,,,
50,2,406,700.182,1.205,,,,,,,
50,3,90,102.820,0.560,,,,,,,
50,4,2104,2733.894,85.771,,,,,,,
40,0,1281944,2847385,1404069,156910,1731813,821582.2,5,114250.0,83719675,
40,1,1953,2521.627,2.722,10,103.198,41.353,,,,
40,2,749,1221.546,3.488,,,,,,,
40,3,3143,4148.143,13.092,,,,,,,
40,4,1114,1469.566,2.530,,,,,,,
30,0,1382535,3979229,2319152,243419,2418089,737428.8,7,129047.7,112323534,
30,1,2746,3418.861,5.873,8,59.621,2.563,,,,
30,2,487,947.157,3.902,,,,,,,
30,3,5021,6783.630,15.823,,,,,,,
30,4,1941,2431.620,1.689,7,54.215,6.103,,,,
20,0,1382607,4001510,9386070,245859,2431170,789346.4,7,105313.6,2177975,
20,1,2893,3376.563,2.482,,,,,,,
20,2,534,993.565,2.598,2,24.094,37.290,,,,
20,3,4124,5009.254,5.867,,,,,,,
20,4,1120,1308.428,1.225,,,,,,,
10,0,1512346,4361687,119967.7,266832,2645981,2369769,5,96520.25,332541.3,
10,1,3127,4008.788,18.202,,,,,,,
10,2,654,1115.765,2.386,,,,,,,
10,3,6090,8240.159,27.698,,,,,,,
10,4,2837,3814.177,6.819,,,,,,,
5,0,1892264,5395958,2757485,318295,3095977,2497472,7,97778.49,1275387,
5,1,1243,1511.500,1.347,,,,,,,
5,2,651,1197.588,2.482,,,,,,,
5,3,8816,9244.080,1435.841,,,,,,,
5,4,4088,4970.964,6.602,,,,,,,
