RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.46,0.10,0:03.56,0,100590,0,0
90,3.45,0.63,0:04.08,42829,109662,64274,46468
80,3.46,0.69,0:04.16,50306,115001,72619,54918
70,3.45,0.83,0:04.29,59241,124576,80281,64674
60,3.51,0.74,0:04.26,62979,109264,72892,70117
50,3.57,0.99,0:04.57,74146,190111,121891,88502
40,3.89,3.04,0:07.17,156910,1125037,654387,463873
30,3.35,4.53,0:08.29,243419,1139083,709180,774754
20,3.58,4.29,0:08.30,245859,1136636,709253,778627
10,3.91,4.42,0:08.79,266832,1245535,744334,860413
5,4.06,5.31,0:10.05,318295,1573821,814751,1228627
