RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.75,0.12,0:02.12,0,100521,0,0
90,3.86,0.31,0:02.32,956,140741,44533,41597
80,4.05,0.27,0:02.40,2280,151610,57845,52797
70,4.01,0.38,0:02.45,3611,162176,73315,64917
60,4.12,0.41,0:02.53,4839,171277,76702,73719
50,4.49,0.70,0:02.89,32684,215740,113624,107922
40,4.85,1.77,0:03.61,2168,1085603,537944,516071
30,4.80,2.54,0:04.00,5958,1349158,692652,743816
20,5.01,2.36,0:04.03,351,1380329,707088,773060
10,4.96,2.72,0:04.20,97,1382656,709337,776614
5,5.58,2.87,0:04.57,3718,1385459,714121,781067
