RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.09,0.15,0:04.24,0,104856,0,0
90,4.04,0.47,0:04.53,14244,112183,82940,53169
80,4.16,1.11,0:05.28,51671,115868,234466,169161
70,4.23,1.29,0:05.54,70218,120307,236089,226722
60,4.23,1.38,0:05.63,75226,120140,247632,245255
50,4.30,1.64,0:05.96,89239,152149,322795,307929
40,4.59,2.68,0:07.44,104381,337551,741171,728902
30,5.16,6.68,0:13.03,217923,1068904,1811402,1941352
20,5.04,7.28,0:13.60,213220,1114288,1935794,2168313
10,5.18,16.48,0:24.85,475444,2151400,3666005,4449735
5,5.24,16.53,0:25.17,461999,2204332,3706092,4754535
