RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.32,0.15,0:04.48,0,100590,0,0
90,4.40,0.82,0:05.24,38464,104273,300867,239205
80,4.55,1.29,0:05.86,50175,102409,413254,322803
70,4.56,1.58,0:06.15,72499,122203,534561,462836
60,4.68,1.83,0:06.53,70846,113178,501138,467099
50,4.80,2.19,0:07.03,73367,151691,724552,694287
40,5.26,9.45,0:16.85,166314,834544,3047632,3187346
30,5.32,13.21,0:22.01,229158,1149820,4018397,4455294
20,5.43,13.47,0:22.50,235539,1147201,4107964,4565627
10,5.47,13.97,0:23.14,237849,1169580,4172335,4741539
5,5.45,19.12,0:30.14,317370,1574761,4429259,6787330
