RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.68,0.69,0:03.40,321,528164,132963,11111
90,2.75,4.90,0:10.06,49166,737399,1708081,1398705
80,2.72,5.70,0:10.84,49309,737261,1989563,1412468
70,2.76,6.31,0:11.48,49188,737389,2271449,1416499
60,2.85,10.94,0:16.52,92621,903674,3403093,2530771
50,2.85,12.63,0:18.42,103938,944790,4224848,2815363
40,2.76,13.31,0:19.00,104072,944654,4504187,2828693
30,2.70,13.89,0:19.56,103370,945358,4755497,2802944
20,2.84,14.61,0:20.38,105097,943631,5058542,2833952
10,2.81,15.56,0:21.29,107156,941572,5352996,2842938
5,2.74,16.00,0:21.68,104773,943955,5479699,2844926
