RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.87,0.13,0:04.01,0,104761,0,0
90,3.91,0.25,0:04.17,7143,138064,39635,25884
80,3.81,0.36,0:04.18,5970,173523,74208,56646
70,3.75,0.35,0:04.11,4367,175587,74453,70991
60,3.80,0.31,0:04.12,3474,176957,74599,78286
50,3.83,0.31,0:04.15,3669,180962,76852,78734
40,4.02,0.94,0:04.96,24623,564652,278111,168370
30,4.31,2.02,0:06.34,17631,1288579,666999,712452
20,4.53,2.03,0:06.56,32614,1310109,690946,742793
10,4.79,3.94,0:08.74,44988,2619196,1276168,1236531
5,4.80,4.05,0:08.86,36701,2628751,1282662,1615619
