RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,1048823,2600587,1744592,110387,1892477,2479833,,,,65222.61
100,1,1814,2315.275,2.233,16,155.789,6.150,,,,
100,2,481,863.085,6.166,,,,,,,
100,3,2245,2925.258,14.895,,,,,,,
100,4,945,1109.751,1.174,,,,,,,
90,0,1048785,2096741,4326803,26,330.753,61.798,25,568762.6,62444518,400313.0
90,1,1224,1540.598,2.705,8,82.255,3.248,,,,
90,2,346,675.913,5.085,,,,,,,
90,3,1705,2213.623,1.946,,,,,,,
90,4,853,1153.964,3.668,,,,,,,
80,0,1048832,2121498,4789983,16,256.604,70.542,18,425472.7,40710725,402452.1
80,1,1473,1938.379,3.087,16,155.333,4.113,,,,
80,2,1027,1313.665,1.468,,,,,,,
80,3,1973,2998.050,3.619,29,280.650,6.868,,,,
80,4,844,1281.412,52.813,,,,,,,
70,0,1048796,2125603,18778710,14,216.253,79.299,16,347472.4,127008143,396251.8
70,1,85,128.853,4.663,,,,,,,
70,2,1095,1542.142,2.920,9,88.568,3.025,,,,
70,3,2808,3910.873,4.284,,,,,,,
70,4,2350,2887.273,9.904,,,,,,,
60,0,1048796,2117170,18316022,14,214.834,73.983,18,519024.2,42978358,391311.3
60,1,1685,2111.737,1.662,,,,,,,
60,2,934,1256.543,2.082,,,,,,,
60,3,3221,4344.281,10.990,,,,,,,
60,4,1894,2326.946,2.087,,,,,,,
50,0,1048834,2104633,4614799,14,211.353,74.127,22,859901.0,436377833,385999.6
50,1,725,953.497,3.509,,,,,,,
50,2,531,882.539,0.973,,,,,,,
50,3,3165,4559.465,12.855,,,,,,,
50,4,2251,2614.575,13.423,,,,,,,
40,0,1048932,2123277,5567050,14,232.250,110.494,8,219945.5,296987427,387606.3
40,1,309,364.770,0.319,,,,,,,
40,2,192,406.165,0.101,,,,,,,
40,3,3456,4978.271,8.886,,,,,,,
40,4,2095,2336.278,72.749,,,,,,,
30,0,1048732,2132475,3679755,14,175.568,70.347,12,264537.4,83279785,381718.5
30,1,1366,2028.749,3.850,32,292.294,0.710,,,,
30,2,471,817.144,2.760,,,,,,,
30,3,920,1486.110,5.060,16,154.936,4.131,,,,
30,4,127,136.930,0.219,,,,,,,
20,0,1048921,2134407,14058876,14,212.268,57.406,5,105519.2,134205168,382679.9
20,1,900,1060.919,2.167,,,,,,,
20,2,375,702.990,3.258,,,,,,,
20,3,883,1304.677,2.614,,,,,,,
20,4,610,828.217,3.320,,,,,,,
10,0,1048810,2131520,123109653,15,177.386,35.952,3,80847.09,71859913,373623.5
10,1,2003,2747.338,2.506,,,,,,,
10,2,760,1156.044,3.300,,,,,,,
10,3,2926,3882.930,3.731,,,,,,,
10,4,1877,2294.924,2.041,,,,,,,
5,0,1048849,2130760,43680056,14,159.999,15.218,1,19749.32,0.000,373495.5
5,1,,,,,,,,,,
5,2,1099,1491.876,1.963,,,,,,,
5,3,2155,3002.611,21.588,,,,,,,
5,4,2212,2728.132,13.834,,,,,,,
