RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.77,0.10,0:02.12,0,100521,0,0
90,3.95,0.34,0:02.38,227,147428,50838,44803
80,3.95,0.50,0:02.49,453,159674,64541,53216
70,4.06,0.43,0:02.59,219,165424,70697,62736
60,4.04,0.41,0:02.51,283,167722,70785,68586
50,4.16,0.63,0:02.67,5479,215875,97957,79523
40,4.79,2.04,0:03.69,4935,1228618,608880,258909
30,4.76,3.18,0:04.30,1297,1368498,699610,752797
20,4.75,2.88,0:04.17,439,1382020,708151,772803
10,5.10,2.94,0:04.40,4806,1387837,711865,781225
5,5.67,2.88,0:04.63,3249,1386645,712069,780434
