RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.58,0.75,0:06.34,120,678707,1516,647
90,5.65,0.77,0:06.43,1585,687813,53665,13480
80,5.71,0.86,0:06.58,1879,689932,144461,15540
70,5.66,1.27,0:06.94,9216,705603,203600,32811
60,5.80,1.98,0:07.79,44939,734658,309276,79081
50,5.86,2.80,0:08.68,77961,815147,379250,150796
40,5.82,4.04,0:09.90,131210,890670,497719,309947
30,5.73,5.21,0:11.02,189730,977540,558484,459752
20,6.07,5.24,0:11.46,196555,1065540,670222,604190
10,6.12,6.01,0:12.40,242405,1130165,712577,756199
5,6.94,6.05,0:13.30,244586,1197522,771381,843114
