RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.87,0.15,0:06.02,0,105103,0,0
90,5.92,0.43,0:06.36,22391,125130,46438,24047
80,5.99,0.60,0:06.60,50464,127325,70250,52402
70,5.97,0.80,0:06.77,67078,122796,75535,69155
60,6.03,0.81,0:06.85,71756,154073,93253,74208
50,6.10,0.92,0:07.03,75965,254368,146665,87057
40,6.44,1.94,0:08.42,125347,696749,383761,251909
30,6.87,3.50,0:10.42,215702,1097372,633019,689354
20,6.89,3.67,0:10.61,227721,1121847,653708,717065
10,7.61,7.70,0:15.57,656887,1992180,1200281,1399659
5,7.70,7.90,0:15.89,660197,2010322,1210031,1543621
