RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.82,0.25,0:06.08,0,105103,0,0
90,6.02,0.29,0:06.32,6025,123755,41108,24350
80,6.02,0.36,0:06.39,4491,127193,70270,53996
70,6.07,0.38,0:06.45,4452,112910,70418,68881
60,6.01,0.37,0:06.39,3302,108686,70495,73448
50,5.94,0.43,0:06.37,3469,138280,85617,74234
40,6.33,1.17,0:07.50,24156,452437,343122,209609
30,6.77,1.69,0:08.47,4967,650836,631758,671960
20,6.59,1.85,0:08.44,6536,657193,650872,700699
10,7.16,4.32,0:11.49,146475,1200639,1208567,1391880
5,7.19,3.38,0:10.59,3774,1201964,1209881,1527386
