RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.86,0.11,0:03.98,0,100590,0,0
90,3.90,0.70,0:04.61,38657,103635,104481,83752
80,3.92,0.90,0:04.83,50040,102538,137861,108333
70,3.96,1.18,0:05.15,73474,122836,179843,159599
60,3.97,1.13,0:05.11,69630,111526,157554,154028
50,4.16,1.37,0:05.55,89937,152709,227462,218492
40,4.37,4.54,0:09.67,168454,932974,1119750,1061424
30,4.50,6.01,0:11.52,236386,1146316,1419069,1582710
20,4.55,6.10,0:11.72,221273,1162951,1420253,1599181
10,4.67,6.32,0:12.07,233531,1191923,1455691,1657435
5,4.92,8.48,0:15.01,305433,1587418,1637527,2509146
