RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,680160,83
90,689792,82
80,697626,358
70,715865,870
60,779862,14320
50,909561,5980
40,1040302,7316
30,1175388,16070
20,1268243,2637
10,1375150,1874
5,1462621,4411
