RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.89,1.17,0:08.06,29,679759,0,577
90,6.92,1.12,0:08.05,30,689367,0,12574
80,6.91,1.19,0:08.11,299,696908,0,13640
70,6.88,1.40,0:08.29,820,714515,0,23419
60,7.08,1.69,0:08.79,14262,764955,0,69250
50,7.16,1.90,0:09.08,5923,902658,0,120769
40,7.31,2.17,0:09.50,7267,1032220,0,272092
30,7.42,2.46,0:09.90,16021,1158671,0,436637
20,7.40,2.73,0:10.14,2577,1264996,0,540756
10,7.65,2.94,0:10.61,1818,1372667,0,687243
5,8.41,3.13,0:11.55,4363,1457676,0,763348
