RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.68,0.11,0:03.80,0,104760,0,0
90,3.69,0.23,0:03.92,5096,121376,26462,16888
80,3.66,0.31,0:03.98,4062,156831,62908,54647
70,3.67,0.36,0:04.04,4788,172410,74481,72497
60,3.73,0.32,0:04.05,4036,177656,75292,78282
50,3.65,0.56,0:04.22,15778,196411,91691,91751
40,3.93,1.29,0:05.23,66618,427498,236526,226169
30,4.28,2.01,0:06.31,20523,1270610,651458,673666
20,4.37,2.14,0:06.53,32791,1295043,681593,741764
10,4.78,3.90,0:08.72,37615,2626386,1281377,1542515
5,4.61,4.05,0:08.70,36706,2629035,1282835,1613569
