RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,678179,443540.1,37336.76,80,647.744,18.552,,,,,851,691.506,1.907
100,1,2691,3334.132,4.433,,,,,,,,,,
100,2,775,1143.367,2.023,3,28.745,21.390,,,,,7,0.244,0.000
100,3,2638,3193.377,5.676,,,,,,,,,,
100,4,1899,2264.137,1.969,,,,,,,,,,
90,0,689323,479855.4,701582.4,1512,11571.48,12.315,,,,,16027,12461.55,164.999
90,1,1969,2392.974,2.267,,,,,,,,,,
90,2,547,946.447,1.080,,,,,,,,,,
90,3,1703,2331.750,3.144,,,,,,,,,,
90,4,1441,1769.613,2.059,,,,,,,,,,
80,0,689398,483441.1,426723.5,1427,10689.72,8.030,,,,,15713,11878.72,288.951
80,1,1471,1931.499,3.019,,,,,,,,,,
80,2,429,742.757,3.044,,,,,,,,,,
80,3,1891,2606.192,2.817,,,,,,,,,,
80,4,5687,6035.901,93.280,,,,,,,,,,
70,0,700179,548832.1,1214699,5678,57573.18,1584.738,4,74523.74,16233636,,27393,14523.90,493.418
70,1,1491,1950.293,3.014,3,24.407,2.677,,,,,10,9.030,7.461
70,2,395,774.685,1.874,,,,,,,,,,
70,3,1074,1501.347,7.151,6,84.338,195.092,,,,,17,0.866,0.000
70,4,448,468.412,0.312,,,,,,,,,,
60,0,762317,1006498,29759048,44804,460055.9,65481.78,6,100892.4,6005425,,89380,16930.07,191810.9
60,1,2357,2857.092,8.694,,,,,,,,,,
60,2,476,816.310,2.283,,,,,,,,,,
60,3,2512,3237.306,5.824,4,34.824,8.077,,,,,16,0.585,0.000
60,4,2059,2631.493,2.729,,,,,,,,,,
50,0,844575,1527840,6522933,74557,856921.0,457932.7,6,92708.05,7935328,,175670,56930.58,474740.1
50,1,2610,3164.602,4.072,,,,,,,,,,
50,2,453,839.651,1.718,,,,,,,,,,
50,3,4105,5507.865,9.549,,,,,,,,,,
50,4,2306,2839.187,11.932,,,,,,,,,,
40,0,973813,2122600,701592.9,124802,1305205,473213.2,8,94818.44,24417815,,314079,98089.99,173209.4
40,1,651,800.365,1.410,,,,,,,,,,
40,2,453,946.352,2.975,,,,,,,,,,
40,3,7493,8925.480,1613.872,,,,,,,,,,
40,4,3443,4598.767,8.584,,,,,,,,,,
30,0,1163276,3313278,2347467,208873,2210163,751274.7,4,45765.10,20905379,,534359,254546.9,2383038
30,1,2465,3205.476,10.220,8,59.701,5.724,,,,,9,0.310,0.000
30,2,539,1140.466,4.033,,,,,,,,,,
30,3,8823,10417.75,1254.635,,,,,,,,,,
30,4,4253,5766.647,51.152,,,,,,,,,,
20,0,1233055,3571692,20622543,202953,2152985,2579905,4,47251.23,26302828,,638598,472502.7,1520928
20,1,2687,3461.771,6.721,,,,,,,,,,
20,2,910,1552.950,2.350,,,,,,,,,,
20,3,2489,3134.935,5.713,,,,,,,,,,
20,4,265,366.062,2.809,,,,,,,,,,
10,0,1371416,4311782,1746780,267402,2697293,3943760,2,21454.59,98611827,,804782,573630.4,6721150
10,1,4070,5208.699,12.681,,,,,,,,,,
10,2,835,1641.688,5.145,10,103.727,22.975,,,,,27,0.968,0.000
10,3,5345,6906.439,22.806,,,,,,,,,,
10,4,2275,3192.377,20.015,13,92.001,2.056,,,,,18,39.654,71.412
5,0,1461403,4265582,2085695,243747,2478374,40891926,3,25275.54,17963611,,899526,651290.4,145197387
5,1,5144,7156.778,88.187,,,,,,,,,,
5,2,1066,1836.185,4.050,,,,,,,,,,
5,3,8330,11314.54,186.427,1,9.783,0.000,,,,,10,6.831,3.933
5,4,4403,5682.314,22.338,,,,,,,,,,
