RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.66,0.13,0:03.80,0,104760,0,0
90,3.64,0.25,0:03.90,5099,121209,26108,17077
80,3.62,0.34,0:03.97,4078,156799,62888,54641
70,3.64,0.40,0:04.05,4737,172389,74483,72613
60,3.68,0.38,0:04.06,3627,177372,74919,78275
50,3.74,0.48,0:04.22,15647,196669,91756,91611
40,3.97,1.25,0:05.24,66403,424632,234828,225036
30,4.38,1.94,0:06.33,20980,1269566,651420,672812
20,4.31,2.19,0:06.52,33044,1295741,682286,742104
10,4.68,4.02,0:08.74,37768,2625861,1281388,1543161
5,4.77,3.89,0:08.69,36692,2629062,1282843,1613538
