RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.13,3.01,0:05.15,217227,569338,283478,234055
90,2.20,1.32,0:03.79,8,786558,342766,262156
80,2.37,1.24,0:03.89,8,786557,401521,282739
70,2.39,1.27,0:03.95,12,786560,456300,283536
60,2.45,1.86,0:04.80,1897,996116,564587,503584
50,2.53,1.89,0:04.94,189,1048539,565427,552938
40,2.62,1.85,0:04.95,35,1048689,565518,558467
30,2.56,1.91,0:04.91,14,1048715,565591,562792
20,2.67,1.86,0:04.92,20,1048708,565581,562892
10,2.66,1.88,0:04.92,17,1048711,565594,563001
5,2.74,1.81,0:04.90,20,1048708,565593,563058
