RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.70,2.12,0:07.85,0,1446074,0,0
90,5.51,3.10,0:08.64,3320,1448818,345054,15438
80,5.71,3.68,0:09.42,3321,1448823,677256,16122
70,5.65,6.33,0:12.23,58419,1552877,1473336,455552
60,5.87,11.21,0:18.50,194021,1999105,3023005,1575219
50,6.00,15.56,0:26.33,267545,2552517,5438817,3643876
40,5.54,47.25,1:04.26,423452,6172484,15911268,13546420
30,6.01,51.50,1:31.66,262411,7808704,23755122,21323573
20,6.00,59.65,1:53.45,133317,8852793,29632885,26245628
10,5.61,416.66,7:21.67,13578,6762379,26857330,23123537
5,5.52,473.61,8:10.04,8045,5991049,23162602,21300554
