RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.87,0.11,0:03.98,0,104760,0,0
90,3.84,0.32,0:04.16,14155,112372,26671,16681
80,3.82,0.68,0:04.50,51045,116585,78138,56672
70,3.68,0.82,0:04.51,66944,113332,75972,73673
60,3.66,0.88,0:04.55,75015,118941,81846,82359
50,3.80,0.98,0:04.80,89372,158402,110714,105795
40,3.96,1.78,0:05.87,122723,425930,267582,256048
30,4.29,3.66,0:08.42,222025,1072440,656190,710836
20,4.28,3.95,0:08.73,233225,1110911,688944,761007
10,4.63,7.85,0:13.95,460893,2147046,1267385,1499583
5,4.63,7.94,0:13.99,454869,2210869,1283073,1629957
