RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.90,0.20,0:04.11,0,104849,0,0
90,3.92,0.29,0:04.22,6035,110598,29160,18015
80,3.94,0.27,0:04.22,4142,108378,62782,55197
70,3.88,0.37,0:04.25,4883,108442,74581,73104
60,3.89,0.32,0:04.23,4156,109966,75751,78699
50,3.89,0.49,0:04.40,15811,126121,90697,91756
40,4.22,1.27,0:05.51,70412,279956,236095,227889
30,4.64,1.57,0:06.23,8898,633681,646334,677712
20,4.62,1.72,0:06.38,7156,666275,681236,741738
10,4.93,3.24,0:08.23,6493,1254801,1281682,1555879
5,4.94,3.24,0:08.23,3995,1248866,1282892,1613226
