RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,1261,1658.360,2.036,,,,,,,,,,,1261,58.266,0.169,,,
100,1,104686,92795.79,4531.034,,,,,,,10576.45,,,,104686,18890.20,1161.237,,,
100,2,394,603.872,0.713,,,,,,,,,,,394,21.856,0.001,,,
100,3,694,802.912,2.211,,,,,,,,,,,694,26.136,0.001,,,
100,4,1043,1444.125,2.766,,,,,,,,,,,1043,38.564,0.000,,,
100,5,412,571.532,5.008,,,,,,,,,,,412,15.450,0.001,,,
100,6,3670,4752.159,206.339,,,,,,,,,,,3670,229.176,8.831,,,
100,7,1501,2103.000,2.825,,,,,,,,,,,1501,52.966,0.000,,,
100,8,1527,2055.573,2.022,,,,,,,,,,,1527,52.755,0.000,,,
100,9,1388,1728.056,1.581,,,,,,,,,,,1388,61.577,0.162,,,
100,10,897,1208.117,1.786,,,,,,,,,,,897,32.681,0.000,,,
100,11,193,268.266,1.909,,,,,,,,,,,193,7.629,0.000,,,
100,12,932,1069.940,0.904,,,,,,,,,,,932,31.477,0.000,,,
100,13,990,1390.886,3.866,,,,,,,,,,,990,35.262,0.000,,,
100,14,1191,1563.737,2.123,,,,,,,,,,,1191,40.816,0.000,,,
100,15,432,560.747,1.670,,,,,,,,,,,432,15.719,0.000,,,
100,16,494,645.642,3.384,,,,,,,,,,,494,17.290,0.000,,,
100,17,1594,2182.927,3.302,,,,,,,,,,,1594,55.431,0.000,,,
100,18,1704,2231.157,2.289,,,,,,,,,,,1704,72.621,0.132,,,
100,19,910,1314.842,8.267,,,,,,,,,,,910,32.902,0.000,,,
90,0,873,1172.551,2.845,,,,,,,,,,,873,32.231,0.001,,,
90,1,114254,161940.6,194505.9,5405,46458.19,660.959,1,15412.40,0.000,24530.59,6808,216.475,0.001,114254,33560.48,127229.9,,,
90,2,664,995.155,4.873,,,,,,,,,,,664,28.893,0.001,,,
90,3,2156,2720.144,19.134,,,,,,,,,,,2156,73.087,0.002,,,
90,4,1350,1806.752,1.952,,,,,,,,,,,1350,46.166,0.000,,,
90,5,1422,1827.396,1.778,17,114.843,1.003,,,,,17,0.603,0.000,1422,48.608,0.000,,,
90,6,1080,1325.212,1.170,,,,,,,,,,,1080,38.804,0.000,,,
90,7,172,212.003,0.528,,,,165,70984.41,624789.7,,,,,172,6.624,0.000,,,
90,8,713,876.567,1.512,,,,,,,,,,,713,25.171,0.000,,,
90,9,507,631.497,1.043,2,22.832,26.747,,,,,2,0.068,0.000,507,19.279,0.000,,,
90,10,612,767.888,1.302,,,,,,,,,,,612,21.697,0.000,,,
90,11,3566,5252.978,21.141,,,,,,,,,,,3566,321.343,2.119,,,
90,12,1107,1322.257,1.025,,,,,,,,,,,1107,37.069,0.000,,,
90,13,1287,1832.086,2.646,,,,,,,,,,,1287,42.010,0.000,,,
90,14,1426,1828.988,1.226,6,45.538,2.483,,,,,6,0.240,0.000,1426,63.885,0.165,,,
90,15,1109,1335.258,0.909,,,,,,,,,,,1109,38.184,0.000,,,
90,16,1082,1389.379,1.607,,,,,,,,,,,1082,37.400,0.000,,,
90,17,597,610.328,1.256,,,,,,,,,,,597,26.973,0.062,,,
