RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.33,0.29,0:04.09,0,255345,0,0
90,7.29,0.33,0:04.11,19,254968,24298,278
80,7.55,0.41,0:04.33,9,257189,47628,404
70,7.06,0.69,0:04.19,40621,236283,77008,41590
60,6.99,0.95,0:04.35,52676,263321,105327,56047
50,6.98,0.94,0:04.34,62158,228766,93530,70768
40,7.21,1.15,0:04.61,74502,284371,137615,90619
30,8.13,3.08,0:06.11,194480,896947,519262,537579
20,8.50,3.14,0:06.37,223606,952498,568836,631800
10,8.30,3.53,0:06.47,232646,942563,568882,636668
5,8.78,3.07,0:06.45,229303,951062,571605,638443
