RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.51,0.20,0:02.33,0,101063,0,0
90,7.48,0.78,0:02.48,13964,142127,83061,55918
80,7.80,0.56,0:02.53,1047,107914,64594,50720
70,7.55,0.64,0:02.50,1678,122214,75293,62161
60,7.58,0.70,0:02.49,14149,135153,81789,67943
50,7.96,0.82,0:02.64,5595,194876,134542,81439
40,9.15,3.17,0:03.53,43887,501283,471624,396937
30,11.07,4.38,0:04.40,132376,549485,530933,560233
20,8.91,4.38,0:03.84,17386,560199,551079,591448
10,11.27,3.88,0:04.44,153715,540752,538880,587313
5,12.90,14.33,0:08.97,1436373,941314,572315,930511
