RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.34,1.43,0:04.26,32396,754170,283627,256538
90,2.31,1.51,0:04.30,32474,754095,344016,256322
80,2.38,1.57,0:04.38,32776,753793,411043,283459
70,2.41,1.57,0:04.44,32781,753796,464359,284256
60,2.28,2.69,0:05.34,72131,928325,564575,503694
50,2.49,2.82,0:05.64,94149,954578,565328,547882
40,2.52,2.80,0:05.58,97727,951002,565529,559488
30,2.64,4.79,0:07.44,524299,524428,565587,563149
20,2.61,2.74,0:05.51,98000,950730,565589,563112
10,2.78,2.31,0:05.26,90297,958429,565589,563116
5,2.64,4.59,0:07.24,524302,524425,565589,563113
