RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.20,7.61,0:09.85,448357,600424,1128414,962524
90,2.51,3.13,0:07.52,11,967277,1131094,1118175
80,2.42,3.23,0:07.43,14,972563,1131216,1124558
70,2.52,3.17,0:07.44,14,971769,1131218,1124829
60,2.53,3.18,0:07.38,15,971047,1131227,1125029
50,2.61,3.16,0:07.45,16,975537,1131232,1125211
40,2.69,3.28,0:07.58,15,973609,1131226,1125553
30,2.64,3.31,0:07.57,15,979633,1131234,1125795
20,2.70,3.40,0:07.64,15,979453,1131224,1126004
10,2.80,3.24,0:07.59,15,980138,1131224,1126205
5,2.81,3.36,0:07.68,15,979857,1131228,1126358
