RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.44,9.50,0:11.99,461863,586918,1693367,1487662
90,2.68,3.73,0:10.03,11,990963,1696751,1680455
80,2.77,3.75,0:09.99,14,993885,1696813,1684224
70,2.58,4.20,0:10.15,14,992044,1696815,1684915
60,2.63,4.12,0:10.16,15,995832,1709413,1685724
50,2.65,4.39,0:10.42,16,993669,1949344,1682008
40,2.62,4.76,0:10.66,15,995006,1990491,1689910
30,2.67,4.69,0:10.69,13,994451,2261813,1650681
20,2.78,5.21,0:11.37,15,990854,2781491,1661192
10,2.71,5.41,0:11.57,15,986304,3122220,1616286
5,2.65,5.77,0:11.92,15,985510,3213795,1633648
