RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,678653,895341.8,142182.8,114,938.396,82.239,,,,46222.96
100,1,15164,23103.18,246.687,16,118.443,41.261,,,,
100,2,16429,25791.96,178.708,28,163.193,1.003,,,,
100,3,15377,23554.21,3013.376,,,,,,,
100,4,15493,23808.39,147.822,,,,,,,
90,0,689553,911572.3,160337.7,56,561.132,104.684,,,,54805.47
90,1,16627,25399.50,415.475,,,,,,,
90,2,17025,26915.32,374.871,,,,,,,
90,3,16101,24803.49,411.366,9,95.453,137.791,,,,
90,4,18358,28729.18,383.443,30,218.131,13.523,,,,
80,0,698966,940734.3,3679120,370,7150.127,152.810,1,17947.07,0.000,58972.67
80,1,15639,24954.55,148.560,,,,,,,
80,2,17212,27540.37,166.183,,,,,,,
80,3,16353,25757.30,629.226,,,,,,,
80,4,18207,28439.70,1061.731,,,,,,,
70,0,716457,977020.1,1045691,820,15650.73,138.204,8,131489.6,17063349,72454.44
70,1,18709,28879.94,373.010,,,,,,,
70,2,19219,29747.03,208.009,,,,,,,
70,3,16795,26131.74,228.835,,,,,,,
70,4,18172,28474.11,202.257,,,,,,,
60,0,778180,1227968,1556576,12362,146229.4,5160.190,7,161060.8,614589287,111450.8
60,1,17054,27200.33,221.998,,,,,,,
60,2,18156,29071.32,255.867,29,206.119,26.923,,,,
60,3,17733,28518.06,798.126,,,,,,,
60,4,19150,30500.90,528.865,,,,,,,
50,0,901409,1353079,3145599,5797,72217.53,1009.222,12,237751.1,96473864,199887.1
50,1,17332,28189.70,154.532,,,,,,,
50,2,19000,31214.45,3306.673,,,,,,,
50,3,17956,27644.42,2303.960,,,,,,,
50,4,17543,28291.45,213.950,,,,,,,
40,0,1033907,1627501,14668132,6858,83769.29,1071.686,13,263980.9,127291391,346722.8
40,1,18034,28867.79,220.981,16,128.995,95.944,,,,
40,2,19111,30721.21,6190.857,31,205.915,9.404,,,,
40,3,19984,30915.57,192.096,,,,,,,
40,4,19946,30935.75,299.893,,,,,,,
30,0,1170268,1958171,3519510,15897,129180.9,3044.676,13,255358.8,322404812,506501.0
30,1,19495,32284.85,330.781,,,,,,,
30,2,19479,31780.10,518.875,,,,,,,
30,3,18405,30033.43,176.453,,,,,,,
30,4,19190,31490.83,218.869,,,,,,,
20,0,1267346,2126837,1772285,2358,29434.34,415.187,16,216070.3,66344100,638998.9
20,1,18909,29888.15,770.264,16,127.064,59.012,,,,
20,2,16842,26385.07,3749.960,,,,,,,
20,3,19355,30930.74,889.904,,,,,,,
20,4,20991,33343.83,366.104,,,,,,,
10,0,1373333,2413464,9176817,3871,32872.90,408.119,13,141018.3,16417242,782780.1
10,1,21572,35506.19,602.622,,,,,,,
10,2,21709,35191.28,279.509,,,,,,,
10,3,21843,35332.23,2618.668,,,,,,,
10,4,21396,34380.93,401.837,,,,,,,
5,0,1448383,2600614,1987170,3501,35600.79,207.544,10,82879.74,8325973,862206.8
5,1,19498,31853.60,343.972,16,115.890,44.027,,,,
5,2,20418,31542.64,3301.035,29,177.506,3.880,,,,
5,3,20416,31853.45,4883.834,2,15.397,8.286,,,,
5,4,19062,29559.79,292.420,,,,,,,
