RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.91,1.24,0:08.16,114,678471,0,228
90,7.03,1.29,0:08.33,56,689446,0,12611
80,7.03,1.36,0:08.39,370,698669,0,13837
70,7.07,1.55,0:08.62,820,715527,0,24236
60,7.29,1.63,0:08.94,12362,765823,0,66301
50,7.20,2.03,0:09.25,5797,895686,0,119052
40,7.29,2.36,0:09.67,6858,1027123,0,269695
30,7.51,2.60,0:10.12,15897,1154371,0,442030
20,7.67,2.72,0:10.40,2358,1265035,0,540559
10,7.77,3.00,0:10.79,3871,1369535,0,694236
5,8.71,2.99,0:11.72,3501,1444849,0,756250
