RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.21,2.93,0:05.14,217070,569495,283329,233896
90,2.39,1.13,0:03.80,8,786557,342525,262217
80,2.30,1.31,0:03.89,8,786557,401850,282746
70,2.44,1.22,0:03.95,12,786560,456400,283536
60,2.42,1.90,0:04.81,2357,996276,564601,504275
50,2.60,1.83,0:04.95,183,1048545,565438,553225
40,2.68,1.79,0:04.94,44,1048681,565521,558229
30,2.63,1.85,0:04.92,20,1048708,565595,562803
20,2.64,1.88,0:04.92,19,1048709,565597,562908
10,2.76,1.79,0:04.92,20,1048708,565596,563012
5,2.72,1.83,0:04.90,16,1048711,565591,563048
