RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.00,5.45,0:07.46,436065,612716,564023,469727
90,2.20,2.03,0:04.97,27,1048758,565058,529557
80,2.30,2.01,0:05.02,14,1048778,565615,562231
70,2.32,2.01,0:05.01,15,1048780,565621,562355
60,2.40,1.95,0:04.96,15,1048784,565621,562395
50,2.44,1.96,0:04.97,16,1048786,565624,562622
40,2.43,2.01,0:04.95,15,1048790,565626,562707
30,2.47,1.96,0:04.91,15,1048793,565624,562818
20,2.49,2.00,0:04.92,14,1048796,565618,562919
10,2.68,1.84,0:04.91,14,1048799,565630,563042
5,2.60,1.93,0:04.91,15,1048801,565624,563087
