RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.73,0.11,0:02.11,0,100521,0,0
90,3.92,0.94,0:02.64,40404,107694,57921,45683
80,3.92,1.12,0:02.77,46847,113230,70703,53729
70,4.00,1.23,0:02.89,57787,126550,80311,64909
60,3.96,1.31,0:02.90,61751,109951,72716,69396
50,4.09,1.68,0:03.16,72316,189854,119841,87342
40,5.09,3.94,0:04.85,130644,1045894,592939,330492
30,5.12,6.22,0:06.30,238819,1057287,664578,734192
20,4.66,6.82,0:06.51,265389,1115731,707984,791202
10,4.59,6.91,0:06.61,264474,1118135,709643,796280
5,5.14,6.87,0:06.84,267850,1136627,724260,803848
