RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,1446231,0
90,1452374,2088
80,1475496,2466
70,1791294,19461
60,2422889,135321
50,3245005,929960
40,7624451,2257534
30,9295628,3093768
20,10556172,3094998
10,11824418,3157219
5,12465524,3228094
